product_id,product_name,category,subcategory,brand,sku,price,cost_price,profit_margin,stock_quantity,reorder_level,supplier_id,manufacturer,weight_kg,dimensions,color,material,warranty_months,rating,reviews_count,is_active,date_added,last_updated,tags,description,features,metadata_seasonal,metadata_limited_edition,metadata_bestseller,metadata_new_arrival
PROD1143,Gucci Watches Premium,Fashion,Watches,Gucci,SKU-55258-788,828.0,531.53,35.81,67,21,SUPP615,Gucci,10.9,91x51x100cm,Gold,Fabric,12,4.5,9212,False,2025-06-30,2026-02-07T20:30:35.797320,"[""fashion"", ""watches"", ""gucci""]",High-quality watches from Gucci,"[""Premium Fabric construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,False,False,True
PROD1144,Nike Yoga Mat Plus,Sports,Fitness,Nike,SKU-99573-356,166.0,124.51,24.99,74,13,SUPP807,Nike,15.71,36x79x14cm,Silver,Metal,36,4.6,1679,True,2025-02-28,2026-02-07T20:30:35.797356,"[""sports"", ""fitness"", ""nike""]",High-quality fitness from Nike,"[""Premium Metal construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,False,False
PROD1145,Microsoft Wearables Max,Electronics,Wearables,Microsoft,SKU-93071-821,1430.0,1035.48,27.59,363,33,SUPP873,Microsoft,11.81,87x35x34cm,White,Leather,36,3.9,1220,True,2024-12-10,2026-02-07T20:30:35.797393,"[""electronics"", ""wearables"", ""microsoft""]",High-quality wearables from Microsoft,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",True,False,True,False
PROD1146,Adidas Team Sports Premium,Sports,Team Sports,Adidas,SKU-52287-711,393.0,309.49,21.25,26,50,SUPP730,Adidas,16.88,48x72x83cm,White,Plastic,36,3.1,5207,True,2025-12-25,2026-02-07T20:30:35.797427,"[""sports"", ""team sports"", ""adidas""]",High-quality team sports from Adidas,"[""Premium Plastic construction"", ""Advanced technology"", ""Sustainable design""]",True,True,False,False
PROD1147,MAC Moisturizer Plus,Beauty,Skincare,MAC,SKU-72240-674,204.0,131.31,35.63,421,10,SUPP217,MAC,13.41,67x40x92cm,Red,Wood,24,4.9,5258,False,2026-01-17,2026-02-07T20:30:35.797463,"[""beauty"", ""skincare"", ""mac""]",High-quality skincare from MAC,"[""Premium Wood construction"", ""Advanced technology"", ""Eco-friendly design""]",False,False,True,True
PROD1148,Dyson Lighting Elite,Home & Kitchen,Lighting,Dyson,SKU-80513-646,1380.6,970.26,29.72,3,50,SUPP167,Dyson,4.29,90x37x97cm,White,Plastic,60,4.7,3368,False,2025-06-20,2026-02-07T20:30:35.797501,"[""home & kitchen"", ""lighting"", ""dyson""]",High-quality lighting from Dyson,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Energy efficient design""]",True,True,False,False
PROD1149,Apple Phone Plus,Electronics,Smartphones,Apple,SKU-60860-561,2889.0,2208.13,23.57,322,35,SUPP543,Apple,6.4,59x96x25cm,Blue,Fabric,12,4.3,1036,True,2025-01-28,2026-02-07T20:30:35.797538,"[""electronics"", ""smartphones"", ""apple""]",High-quality smartphones from Apple,"[""Premium Fabric construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,True,False,False
PROD1150,IKEA Lighting Elite,Home & Kitchen,Lighting,IKEA,SKU-61248-915,941.0,594.02,36.87,408,44,SUPP402,IKEA,19.21,28x48x96cm,White,Metal,36,4.9,182,True,2024-05-27,2026-02-07T20:30:35.797574,"[""home & kitchen"", ""lighting"", ""ikea""]",High-quality lighting from IKEA,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",True,False,True,False
PROD1151,Ninja Appliances Plus,Home & Kitchen,Appliances,Ninja,SKU-81939-572,731.0,455.36,37.71,330,45,SUPP174,Ninja,5.88,18x42x22cm,Black,Wood,24,4.5,7982,True,2024-08-30,2026-02-07T20:30:35.797609,"[""home & kitchen"", ""appliances"", ""ninja""]",High-quality appliances from Ninja,"[""Premium Wood construction"", ""Innovative technology"", ""Energy efficient design""]",True,True,False,False
PROD1152,H&M Accessories Max,Fashion,Accessories,H&M,SKU-32103-104,387.0,276.08,28.66,160,25,SUPP904,H&M,4.51,92x65x45cm,Blue,Fabric,36,3.3,5432,False,2024-05-25,2026-02-07T20:30:35.797645,"[""fashion"", ""accessories"", ""h&m""]",High-quality accessories from H&M,"[""Premium Fabric construction"", ""Innovative technology"", ""Eco-friendly design""]",False,False,False,False
PROD1153,Nike Jewelry Plus,Fashion,Jewelry,Nike,SKU-14088-932,150.0,116.76,22.16,297,47,SUPP514,Nike,15.41,37x14x80cm,Gold,Wood,36,4.1,8842,False,2024-08-16,2026-02-07T20:30:35.797679,"[""fashion"", ""jewelry"", ""nike""]",High-quality jewelry from Nike,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,False,True,True
PROD1154,Adidas Team Sports Premium,Sports,Team Sports,Adidas,SKU-99674-269,287.0,172.81,39.79,387,42,SUPP243,Adidas,8.98,32x82x82cm,Red,Metal,24,4.5,7921,True,2025-09-07,2026-02-07T20:30:35.797714,"[""sports"", ""team sports"", ""adidas""]",High-quality team sports from Adidas,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",False,True,True,False
PROD1155,Louis Vuitton T-Shirt Premium,Fashion,Clothing,Louis Vuitton,SKU-52476-205,585.0,454.14,22.37,360,43,SUPP748,Louis Vuitton,16.61,43x84x79cm,Gold,Plastic,24,3.8,6201,True,2025-04-18,2026-02-07T20:30:35.797749,"[""fashion"", ""clothing"", ""louis vuitton""]",High-quality clothing from Louis Vuitton,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Sustainable design""]",True,False,False,True
PROD1156,H&M Jewelry Max,Fashion,Jewelry,H&M,SKU-40145-178,455.0,353.27,22.36,263,27,SUPP316,H&M,3.09,30x56x87cm,White,Leather,12,4.3,6793,True,2025-03-31,2026-02-07T20:30:35.797786,"[""fashion"", ""jewelry"", ""h&m""]",High-quality jewelry from H&M,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,False,False,False
PROD1157,Nike Watches Pro,Fashion,Watches,Nike,SKU-29249-157,343.0,248.99,27.41,85,26,SUPP284,Nike,10.38,61x86x82cm,Red,Plastic,12,4.8,4644,True,2024-08-29,2026-02-07T20:30:35.797822,"[""fashion"", ""watches"", ""nike""]",High-quality watches from Nike,"[""Premium Plastic construction"", ""Advanced technology"", ""Eco-friendly design""]",False,False,True,False
PROD1158,Estee Lauder Personal Care Premium,Beauty,Personal Care,Estee Lauder,SKU-87410-170,105.0,77.4,26.29,117,34,SUPP494,Estee Lauder,2.73,12x35x76cm,Red,Leather,60,4.7,9920,True,2025-09-09,2026-02-07T20:30:35.797858,"[""beauty"", ""personal care"", ""estee lauder""]",High-quality personal care from Estee Lauder,"[""Premium Leather construction"", ""Advanced technology"", ""Eco-friendly design""]",True,True,True,False
PROD1159,Gucci Jewelry Elite,Fashion,Jewelry,Gucci,SKU-59969-458,530.0,374.16,29.4,301,46,SUPP200,Gucci,8.57,42x71x39cm,Blue,Metal,12,3.6,8908,False,2025-05-06,2026-02-07T20:30:35.797895,"[""fashion"", ""jewelry"", ""gucci""]",High-quality jewelry from Gucci,"[""Premium Metal construction"", ""Innovative technology"", ""Energy efficient design""]",True,True,True,False
PROD1160,Kiehl's Makeup Elite,Beauty,Makeup,Kiehl's,SKU-65517-678,238.0,170.66,28.29,187,49,SUPP382,Kiehl's,19.84,60x36x62cm,Red,Fabric,60,3.4,9160,False,2025-01-04,2026-02-07T20:30:35.797930,"[""beauty"", ""makeup"", ""kiehl's""]",High-quality makeup from Kiehl's,"[""Premium Fabric construction"", ""Innovative technology"", ""Eco-friendly design""]",False,False,True,True
PROD1161,Microsoft Ultrabook Plus,Electronics,Laptops,Microsoft,SKU-99727-823,505.0,383.89,23.98,26,20,SUPP498,Microsoft,19.29,10x21x28cm,Gold,Wood,60,4.9,7133,True,2026-01-04,2026-02-07T20:30:35.797966,"[""electronics"", ""laptops"", ""microsoft""]",High-quality laptops from Microsoft,"[""Premium Wood construction"", ""Advanced technology"", ""Eco-friendly design""]",True,False,True,False
PROD1162,Clinique Haircare Premium,Beauty,Haircare,Clinique,SKU-96099-923,109.0,76.18,30.11,265,28,SUPP299,Clinique,0.77,86x75x76cm,White,Plastic,24,4.2,590,True,2025-05-05,2026-02-07T20:30:35.798002,"[""beauty"", ""haircare"", ""clinique""]",High-quality haircare from Clinique,"[""Premium Plastic construction"", ""Advanced technology"", ""Sustainable design""]",True,True,True,True
PROD1163,Kiehl's Fragrances Elite,Beauty,Fragrances,Kiehl's,SKU-47289-843,27.0,16.57,38.63,424,45,SUPP696,Kiehl's,7.03,45x38x87cm,Red,Plastic,24,3.9,6618,True,2024-12-13,2026-02-07T20:30:35.798037,"[""beauty"", ""fragrances"", ""kiehl's""]",High-quality fragrances from Kiehl's,"[""Premium Plastic construction"", ""Innovative technology"", ""Energy efficient design""]",False,True,True,False
PROD1164,Dyson Table Premium,Home & Kitchen,Furniture,Dyson,SKU-73390-888,1238.4,852.7,31.15,124,31,SUPP894,Dyson,9.23,68x85x13cm,Red,Leather,60,3.2,1106,False,2024-11-14,2026-02-07T20:30:35.798073,"[""home & kitchen"", ""furniture"", ""dyson""]",High-quality furniture from Dyson,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Energy efficient design""]",True,False,False,True
PROD1165,Nike Equipment Plus,Sports,Equipment,Nike,SKU-51139-462,68.0,48.34,28.91,111,46,SUPP375,Nike,3.74,97x34x73cm,Blue,Metal,24,3.5,3965,True,2024-07-26,2026-02-07T20:30:35.798108,"[""sports"", ""equipment"", ""nike""]",High-quality equipment from Nike,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",True,True,False,False
PROD1166,Apple Mobile Elite,Electronics,Smartphones,Apple,SKU-51342-604,2335.5,1797.41,23.04,459,46,SUPP989,Apple,5.57,33x75x45cm,Red,Fabric,60,3.4,9448,True,2024-05-24,2026-02-07T20:30:35.798143,"[""electronics"", ""smartphones"", ""apple""]",High-quality smartphones from Apple,"[""Premium Fabric construction"", ""Advanced technology"", ""Sustainable design""]",False,False,True,False
PROD1167,NARS Makeup Premium,Beauty,Makeup,NARS,SKU-23205-433,24.0,17.64,26.5,185,49,SUPP982,NARS,5.27,80x43x40cm,Red,Leather,36,3.9,5621,True,2025-03-08,2026-02-07T20:30:35.798178,"[""beauty"", ""makeup"", ""nars""]",High-quality makeup from NARS,"[""Premium Leather construction"", ""Advanced technology"", ""Eco-friendly design""]",False,True,False,False
PROD1168,Ninja Cookware Elite,Home & Kitchen,Cookware,Ninja,SKU-66651-976,234.0,174.13,25.59,195,22,SUPP249,Ninja,16.02,29x70x11cm,Red,Metal,24,3.8,2203,True,2025-02-24,2026-02-07T20:30:35.798212,"[""home & kitchen"", ""cookware"", ""ninja""]",High-quality cookware from Ninja,"[""Premium Metal construction"", ""Innovative technology"", ""Eco-friendly design""]",False,True,False,False
PROD1169,Adidas Jacket Elite,Fashion,Clothing,Adidas,SKU-43779-452,99.0,66.55,32.78,10,36,SUPP224,Adidas,7.09,96x87x35cm,Red,Wood,24,5.0,4663,True,2024-04-17,2026-02-07T20:30:35.798248,"[""fashion"", ""clothing"", ""adidas""]",High-quality clothing from Adidas,"[""Premium Wood construction"", ""Innovative technology"", ""Sustainable design""]",False,False,True,False
PROD1170,Williams-Sonoma Home Decor Max,Home & Kitchen,Home Decor,Williams-Sonoma,SKU-51088-424,727.0,447.7,38.42,334,28,SUPP827,Williams-Sonoma,5.42,92x60x44cm,White,Fabric,60,4.6,5950,False,2025-09-16,2026-02-07T20:30:35.798284,"[""home & kitchen"", ""home decor"", ""williams-sonoma""]",High-quality home decor from Williams-Sonoma,"[""Premium Fabric construction"", ""Innovative technology"", ""Energy efficient design""]",True,True,True,False
PROD1171,Williams-Sonoma Chair Elite,Home & Kitchen,Furniture,Williams-Sonoma,SKU-20911-206,165.0,100.78,38.92,134,49,SUPP259,Williams-Sonoma,1.78,59x49x39cm,Red,Leather,24,4.5,7260,True,2024-03-14,2026-02-07T20:30:35.798324,"[""home & kitchen"", ""furniture"", ""williams-sonoma""]",High-quality furniture from Williams-Sonoma,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",True,True,True,False
PROD1172,Ninja Home Decor Premium,Home & Kitchen,Home Decor,Ninja,SKU-93342-998,814.0,584.59,28.18,288,37,SUPP636,Ninja,12.83,78x49x54cm,Gold,Leather,60,4.1,1467,False,2025-12-06,2026-02-07T20:30:35.798361,"[""home & kitchen"", ""home decor"", ""ninja""]",High-quality home decor from Ninja,"[""Premium Leather construction"", ""Innovative technology"", ""Eco-friendly design""]",False,False,True,False
PROD1173,Lenovo Accessories Max,Electronics,Accessories,Lenovo,SKU-11197-884,887.0,695.78,21.56,220,28,SUPP711,Lenovo,4.7,10x80x57cm,Silver,Leather,24,3.8,9184,False,2024-05-02,2026-02-07T20:30:35.798398,"[""electronics"", ""accessories"", ""lenovo""]",High-quality accessories from Lenovo,"[""Premium Leather construction"", ""Innovative technology"", ""Energy efficient design""]",True,False,False,False
PROD1174,HP Wearables Premium,Electronics,Wearables,HP,SKU-64120-292,1865.0,1360.87,27.03,436,14,SUPP286,HP,2.82,24x91x68cm,Silver,Wood,60,3.5,8060,True,2024-06-04,2026-02-07T20:30:35.798433,"[""electronics"", ""wearables"", ""hp""]",High-quality wearables from HP,"[""Premium Wood construction"", ""Innovative technology"", ""Energy efficient design""]",True,True,True,False
PROD1175,Sony Tablets Elite,Electronics,Tablets,Sony,SKU-65082-419,1789.0,1078.67,39.71,402,41,SUPP480,Sony,9.33,14x52x20cm,Silver,Metal,24,3.1,6429,True,2025-06-08,2026-02-07T20:30:35.798468,"[""electronics"", ""tablets"", ""sony""]",High-quality tablets from Sony,"[""Premium Metal construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",True,True,False,True
PROD1176,Lenovo Mobile Plus,Electronics,Smartphones,Lenovo,SKU-97294-313,1088.0,696.14,36.02,242,34,SUPP797,Lenovo,19.23,51x30x90cm,Red,Plastic,12,4.5,9004,True,2024-06-10,2026-02-07T20:30:35.798503,"[""electronics"", ""smartphones"", ""lenovo""]",High-quality smartphones from Lenovo,"[""Premium Plastic construction"", ""Innovative technology"", ""Eco-friendly design""]",False,True,False,True
PROD1177,Adidas Dress Elite,Fashion,Clothing,Adidas,SKU-15504-695,57.0,35.56,37.61,401,40,SUPP804,Adidas,11.96,57x21x41cm,Black,Metal,24,4.0,5544,True,2025-10-14,2026-02-07T20:30:35.798538,"[""fashion"", ""clothing"", ""adidas""]",High-quality clothing from Adidas,"[""Premium Metal construction"", ""Advanced technology"", ""Eco-friendly design""]",True,True,True,False
PROD1178,KitchenAid Lighting Plus,Home & Kitchen,Lighting,KitchenAid,SKU-67344-672,486.0,304.7,37.3,150,44,SUPP813,KitchenAid,9.85,82x33x79cm,Blue,Plastic,36,3.6,7674,True,2025-07-19,2026-02-07T20:30:35.798574,"[""home & kitchen"", ""lighting"", ""kitchenaid""]",High-quality lighting from KitchenAid,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Sustainable design""]",True,True,True,False
PROD1179,KitchenAid Lighting Pro,Home & Kitchen,Lighting,KitchenAid,SKU-91290-344,618.0,479.93,22.34,164,14,SUPP774,KitchenAid,19.35,59x34x77cm,Silver,Wood,60,4.5,2525,True,2024-12-30,2026-02-07T20:30:35.798609,"[""home & kitchen"", ""lighting"", ""kitchenaid""]",High-quality lighting from KitchenAid,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",False,True,True,False
PROD1180,Lenovo Phone Plus,Electronics,Smartphones,Lenovo,SKU-60934-773,364.0,225.59,38.02,250,43,SUPP738,Lenovo,14.06,42x16x56cm,Gold,Wood,24,4.2,1161,True,2025-05-15,2026-02-07T20:30:35.798644,"[""electronics"", ""smartphones"", ""lenovo""]",High-quality smartphones from Lenovo,"[""Premium Wood construction"", ""Advanced technology"", ""Sustainable design""]",False,True,False,True
PROD1181,Dell Tablets Max,Electronics,Tablets,Dell,SKU-20215-321,1926.0,1171.26,39.19,491,43,SUPP199,Dell,2.11,39x78x59cm,Silver,Plastic,24,3.4,4075,True,2024-03-27,2026-02-07T20:30:35.798679,"[""electronics"", ""tablets"", ""dell""]",High-quality tablets from Dell,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,False,False
PROD1182,Estee Lauder Moisturizer Premium,Beauty,Skincare,Estee Lauder,SKU-51307-663,100.0,79.97,20.03,166,33,SUPP522,Estee Lauder,15.31,65x51x87cm,Silver,Leather,24,4.1,3504,False,2024-12-01,2026-02-07T20:30:35.798717,"[""beauty"", ""skincare"", ""estee lauder""]",High-quality skincare from Estee Lauder,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,False,False,False
PROD1183,Kiehl's Moisturizer Max,Beauty,Skincare,Kiehl's,SKU-51275-122,89.0,53.52,39.87,395,27,SUPP666,Kiehl's,10.27,83x83x29cm,White,Metal,12,3.1,5827,True,2024-11-29,2026-02-07T20:30:35.798753,"[""beauty"", ""skincare"", ""kiehl's""]",High-quality skincare from Kiehl's,"[""Premium Metal construction"", ""Advanced technology"", ""Eco-friendly design""]",False,True,True,False
PROD1184,Dyson Table Premium,Home & Kitchen,Furniture,Dyson,SKU-88018-757,322.2,204.46,36.54,153,12,SUPP848,Dyson,16.19,58x20x17cm,Black,Wood,36,3.7,7115,False,2025-05-14,2026-02-07T20:30:35.798788,"[""home & kitchen"", ""furniture"", ""dyson""]",High-quality furniture from Dyson,"[""Premium Wood construction"", ""Advanced technology"", ""Energy efficient design""]",True,False,True,False
PROD1185,Dell Tablets Max,Electronics,Tablets,Dell,SKU-88005-689,1328.0,975.72,26.53,258,15,SUPP327,Dell,8.7,60x28x26cm,Blue,Leather,36,3.2,9362,True,2025-02-04,2026-02-07T20:30:35.798824,"[""electronics"", ""tablets"", ""dell""]",High-quality tablets from Dell,"[""Premium Leather construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",False,True,False,False
PROD1186,H&M Boots Plus,Fashion,Footwear,H&M,SKU-41760-173,252.0,182.25,27.68,136,37,SUPP431,H&M,13.73,83x21x24cm,White,Wood,60,3.8,5706,True,2025-03-23,2026-02-07T20:30:35.798861,"[""fashion"", ""footwear"", ""h&m""]",High-quality footwear from H&M,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",True,False,True,True
PROD1187,Reebok Athletic Apparel Elite,Sports,Athletic Apparel,Reebok,SKU-17148-348,380.0,256.41,32.52,485,49,SUPP251,Reebok,17.39,46x11x53cm,Black,Plastic,12,3.6,7719,True,2024-08-20,2026-02-07T20:30:35.798896,"[""sports"", ""athletic apparel"", ""reebok""]",High-quality athletic apparel from Reebok,"[""Premium Plastic construction"", ""Innovative technology"", ""Energy efficient design""]",True,True,False,False
PROD1188,Columbia Outdoor Elite,Sports,Outdoor,Columbia,SKU-90997-377,160.0,101.45,36.59,27,39,SUPP770,Columbia,18.91,18x59x94cm,White,Fabric,36,4.3,5901,True,2025-04-11,2026-02-07T20:30:35.798931,"[""sports"", ""outdoor"", ""columbia""]",High-quality outdoor from Columbia,"[""Premium Fabric construction"", ""Advanced technology"", ""Eco-friendly design""]",False,True,False,False
PROD1189,Microsoft Tablets Plus,Electronics,Tablets,Microsoft,SKU-53721-601,707.0,459.18,35.05,201,20,SUPP118,Microsoft,7.0,55x55x90cm,Silver,Wood,36,3.5,8212,True,2025-12-06,2026-02-07T20:30:35.798966,"[""electronics"", ""tablets"", ""microsoft""]",High-quality tablets from Microsoft,"[""Premium Wood construction"", ""Advanced technology"", ""Sustainable design""]",False,False,True,True
PROD1190,Williams-Sonoma Appliances Elite,Home & Kitchen,Appliances,Williams-Sonoma,SKU-99983-332,189.0,149.71,20.79,213,25,SUPP686,Williams-Sonoma,3.14,49x87x52cm,Gold,Wood,60,4.1,3387,True,2024-02-15,2026-02-07T20:30:35.799003,"[""home & kitchen"", ""appliances"", ""williams-sonoma""]",High-quality appliances from Williams-Sonoma,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Sustainable design""]",True,True,False,False
PROD1191,Puma Outdoor Premium,Sports,Outdoor,Puma,SKU-13864-883,398.0,248.22,37.63,163,36,SUPP521,Puma,6.14,91x45x29cm,White,Fabric,24,3.2,3026,True,2025-07-19,2026-02-07T20:30:35.799039,"[""sports"", ""outdoor"", ""puma""]",High-quality outdoor from Puma,"[""Premium Fabric construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,True,True,False
PROD1192,Apple Tablets Plus,Electronics,Tablets,Apple,SKU-74414-585,1992.0,1453.99,27.01,70,20,SUPP297,Apple,4.6,62x11x44cm,Blue,Metal,60,3.4,3323,True,2025-08-19,2026-02-07T20:30:35.799076,"[""electronics"", ""tablets"", ""apple""]",High-quality tablets from Apple,"[""Premium Metal construction"", ""Advanced technology"", ""Energy efficient design""]",False,False,False,True
PROD1193,H&M Watches Premium,Fashion,Watches,H&M,SKU-80275-637,472.0,340.93,27.77,328,12,SUPP633,H&M,2.28,68x15x41cm,Red,Wood,60,5.0,643,False,2024-05-05,2026-02-07T20:30:35.799112,"[""fashion"", ""watches"", ""h&m""]",High-quality watches from H&M,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Sustainable design""]",True,True,False,False
PROD1194,Ninja Cookware Elite,Home & Kitchen,Cookware,Ninja,SKU-75622-215,155.0,107.37,30.73,92,47,SUPP812,Ninja,10.97,60x62x51cm,Black,Leather,60,3.0,7433,True,2025-07-20,2026-02-07T20:30:35.799149,"[""home & kitchen"", ""cookware"", ""ninja""]",High-quality cookware from Ninja,"[""Premium Leather construction"", ""Innovative technology"", ""Energy efficient design""]",False,False,True,False
PROD1195,Apple Mobile Elite,Electronics,Smartphones,Apple,SKU-30958-487,2397.0,1622.33,32.32,281,34,SUPP144,Apple,15.39,52x82x94cm,Red,Wood,24,3.3,2369,True,2025-12-25,2026-02-07T20:30:35.799185,"[""electronics"", ""smartphones"", ""apple""]",High-quality smartphones from Apple,"[""Premium Wood construction"", ""Cutting-edge technology"", ""Energy efficient design""]",False,False,False,False
PROD1196,Kiehl's Fragrances Pro,Beauty,Fragrances,Kiehl's,SKU-10753-722,149.0,103.07,30.83,451,41,SUPP343,Kiehl's,4.42,94x70x68cm,Red,Leather,60,3.9,9850,True,2025-03-30,2026-02-07T20:30:35.799221,"[""beauty"", ""fragrances"", ""kiehl's""]",High-quality fragrances from Kiehl's,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",False,True,True,False
PROD1197,Apple Tablets Pro,Electronics,Tablets,Apple,SKU-64651-282,2499.0,1959.41,21.59,82,28,SUPP725,Apple,13.25,99x86x83cm,Black,Plastic,24,4.9,9485,True,2025-09-12,2026-02-07T20:30:35.799255,"[""electronics"", ""tablets"", ""apple""]",High-quality tablets from Apple,"[""Premium Plastic construction"", ""Advanced technology"", ""Energy efficient design""]",False,False,False,True
PROD1198,Lenovo Wearables Max,Electronics,Wearables,Lenovo,SKU-37400-726,1264.0,891.64,29.46,29,16,SUPP685,Lenovo,14.62,90x77x21cm,White,Wood,60,4.4,9908,True,2024-09-01,2026-02-07T20:30:35.799298,"[""electronics"", ""wearables"", ""lenovo""]",High-quality wearables from Lenovo,"[""Premium Wood construction"", ""Innovative technology"", ""Sustainable design""]",False,False,False,True
PROD1199,Puma Equipment Elite,Sports,Equipment,Puma,SKU-25493-124,392.0,257.97,34.19,238,50,SUPP915,Puma,2.45,36x88x63cm,Black,Metal,60,3.1,5728,True,2025-09-25,2026-02-07T20:30:35.799333,"[""sports"", ""equipment"", ""puma""]",High-quality equipment from Puma,"[""Premium Metal construction"", ""Advanced technology"", ""Sustainable design""]",True,False,False,False
PROD1200,Dyson Cookware Pro,Home & Kitchen,Cookware,Dyson,SKU-33020-298,793.8,591.29,25.51,169,31,SUPP788,Dyson,9.63,70x14x92cm,Black,Wood,24,4.0,7546,True,2025-06-18,2026-02-07T20:30:35.799369,"[""home & kitchen"", ""cookware"", ""dyson""]",High-quality cookware from Dyson,"[""Premium Wood construction"", ""Innovative technology"", ""Eco-friendly design""]",True,False,False,False
PROD1201,Dell Ultrabook Max,Electronics,Laptops,Dell,SKU-59183-741,1937.0,1270.85,34.39,273,20,SUPP684,Dell,12.15,33x86x24cm,Silver,Plastic,36,4.4,5152,True,2024-10-28,2026-02-07T20:30:35.799405,"[""electronics"", ""laptops"", ""dell""]",High-quality laptops from Dell,"[""Premium Plastic construction"", ""Innovative technology"", ""Eco-friendly design""]",True,False,True,False
PROD1202,Dyson Appliances Plus,Home & Kitchen,Appliances,Dyson,SKU-13268-918,1625.4,1272.15,21.73,247,42,SUPP257,Dyson,3.89,71x77x49cm,Red,Leather,36,3.3,1609,True,2024-05-03,2026-02-07T20:30:35.799443,"[""home & kitchen"", ""appliances"", ""dyson""]",High-quality appliances from Dyson,"[""Premium Leather construction"", ""Advanced technology"", ""Sustainable design""]",True,False,False,False
PROD1203,Nike Yoga Mat Pro,Sports,Fitness,Nike,SKU-78233-884,200.0,138.68,30.66,337,29,SUPP123,Nike,11.59,49x91x36cm,Black,Plastic,36,3.4,4695,True,2024-09-21,2026-02-07T20:30:35.799480,"[""sports"", ""fitness"", ""nike""]",High-quality fitness from Nike,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Eco-friendly design""]",False,True,False,False
PROD1204,IKEA Sofa Premium,Home & Kitchen,Furniture,IKEA,SKU-47128-687,311.0,220.77,29.01,125,20,SUPP172,IKEA,6.3,53x79x66cm,White,Fabric,12,3.3,7712,True,2025-01-09,2026-02-07T20:30:35.799515,"[""home & kitchen"", ""furniture"", ""ikea""]",High-quality furniture from IKEA,"[""Premium Fabric construction"", ""Advanced technology"", ""Eco-friendly design""]",True,True,False,False
PROD1205,Columbia Equipment Premium,Sports,Equipment,Columbia,SKU-71039-681,395.0,296.91,24.83,67,15,SUPP932,Columbia,16.07,99x69x22cm,Black,Wood,60,3.6,7625,False,2024-06-08,2026-02-07T20:30:35.799550,"[""sports"", ""equipment"", ""columbia""]",High-quality equipment from Columbia,"[""Premium Wood construction"", ""Advanced technology"", ""Energy efficient design""]",True,False,False,False
PROD1206,Ninja Cookware Pro,Home & Kitchen,Cookware,Ninja,SKU-55693-718,215.0,148.83,30.78,294,18,SUPP620,Ninja,2.15,23x51x81cm,Silver,Metal,12,4.6,8728,False,2025-01-24,2026-02-07T20:30:35.799585,"[""home & kitchen"", ""cookware"", ""ninja""]",High-quality cookware from Ninja,"[""Premium Metal construction"", ""Innovative technology"", ""Sustainable design""]",False,True,True,False
PROD1207,L'Oreal Haircare Plus,Beauty,Haircare,L'Oreal,SKU-40953-277,240.0,171.23,28.65,339,14,SUPP857,L'Oreal,18.62,83x72x24cm,Red,Fabric,60,3.7,1599,False,2024-02-09,2026-02-07T20:30:35.799621,"[""beauty"", ""haircare"", ""l'oreal""]",High-quality haircare from L'Oreal,"[""Premium Fabric construction"", ""Advanced technology"", ""Eco-friendly design""]",False,True,True,False
PROD1208,Under Armour Athletic Apparel Pro,Sports,Athletic Apparel,Under Armour,SKU-96623-252,327.0,255.27,21.94,231,44,SUPP398,Under Armour,7.86,83x67x35cm,White,Plastic,24,4.4,5187,True,2025-08-20,2026-02-07T20:30:35.799658,"[""sports"", ""athletic apparel"", ""under armour""]",High-quality athletic apparel from Under Armour,"[""Premium Plastic construction"", ""Cutting-edge technology"", ""Sustainable design""]",False,False,False,True
